# list of object assets to load in this scene
[ASSETS]
mario.txt
coin.txt
cloud.txt
brick.txt
goomba.txt
koopas.txt
#floor1.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#background


#Bush1

8	20	164	16	16	5	70063	70067	70066
8	100	164	16	16	3	70065	70067	70064

8	20	148	16	16	3	70063	70066	70065
8	68	148	16	16	3	70067	70064	70063
8	116	148	16	16	2	70066	70064	70062

8	20	132	16	16	3	70061	70065	70064
8	68	132	16	16	3	70061	70062	70061
8	116	132	16	16	1	70062	70062	70062

8	20	116	16	16	3	000000	70061	70062



#Grass1
8	168	164	16	16	3	70071	70071	70071



#Cloud
8	116	38	16	16	2	70081	70082	70082
8	116	52	16	16	2	70083	70084	70084
#8	148	52	16	16	2	70084	70083	70083
#8	164	43	15	15	1	70082	70081	70081



#Grass2
8	736	150	16	16	6	70071	70071	70071



#Bush2
8	880	150	16	16	1	70061	70061	70061
8	896	150	16	16	7	70065	70067	70064

8	896	134	16	16	3	70063	70066	70065
8	944	134	16	16	3	70066	70065	70067
8	992	134	16	16	1	70064	70064	70064

8	896	118	16	16	3	70061	70062	70061
8	944	118	16	16	3	70065	70064	70061
8	992	118	16	16	1	70062	70062	70062

8	944	102	16	16	2	70061	70062	70062



#Bush3

8	1008	150	16	16	3	70061	70065	70067
8	1056	150	16	16	1	70064	70065	70067
8	1024	134	16	16	3	70063	70066	70062

8	1024	118	16	16	2	70061	70062	70062



#Grass3
8	1104	150	16	16	2	70071	70071	70071



#Grass4
8	1280	164	16	16	3	70071	70071	70071




#Grass5
8	1852	164	16	16	3	70071	70071	70071




#Bush3

8	2013	164	16	16	3	70061	70065	70067
8	2061	164	16	16	1	70064	70065	70067

8	2029	148	16	16	3	70063	70066	70062

8	2029	132	16	16	2	70061	70062	70062



#DarkBush_1

#8	2700	165	14	14	3	70056	70055	70058
#8	2742	165	14	14	2	70058	70054	70054

#8	2714	151	14	14	2	70053	70058	70058
#8	2742	151	14	14	2	70056	70052	70052

#8	2714	137	14	14	3	70053	70058	70054

#8	2714	123	14	14	3	70053	70056	70052

#8	2714	109	14	14	2	70053	70054	70054

#8	2714	95	14	14	2	70051	70052	70052


#EndWorld
8	2800	110	15	14	2	70221	70222	70222
8	2800	124	15	14	2	70223	70224	70224

8	2808	116	15	14	1	70225	70225	70225








# MARIO
0	0	10


#COIN
4	100	120




#Platform

5	1616	100	16	15	2	22011	22011	22011


5	1684	164	16	15	3	22011	22011	22011
5	1700	148	16	15	2	22011	22011	22011
5	1716	132	16	15	1	22011	22011	22011

5	1788	164	16	15	3	22011	22011	22011
5	1788	148	16	15	2	22011	22011	22011
5	1788	132	16	15	1	22011	22011	22011





###Floor 1
5	0	180	14	15	50	71000	72000	73000

5	700	166	14	15	35	71000	72000	73000

5	1250	180	14	15	26	71000	72000	73000

5	1648	180	14	15	6	71000	72000	73000

5	1788	180	14	15	44	71000	72000	73000

5	2442	180	14	15	44	71000	72000	73000

####Floor 2_1


###Floor 2_2
5	700	180	14	15	35	70201	70202	70203  
#170



# Mics

## Shadow_BlueWall_1
8	340	95	9	9	1	70091	70091	70091
8	340	105	9	17	1	70092	70092	70092
8	340	120	9	17	1	70092	70092	70092
8	340	135	9	17	1	70092	70092	70092
8	340	150	9	17	1	70092	70092	70092
8	340	165	9	17	1	70092	70092	70092


### BlueWall_1
6	288	83	14	13	4	70041	70042	70043
8	288	97	14	13	4	70044	70045	70046
8	288	111	14	13	4	70044	70045	70046
8	288	125	14	13	4	70044	70045	70046
8	288	137	14	13	4	70044	70045	70046
8	288	151	14	13	4	70044	70045	70046
8	288	165	14	13	4	70047	70048	70049



## Shadow_PinkWall_1
8	300	127	9	9	1	70091	70091	70091
8	300	137	9	17	1	70092	70092	70092
8	300	151	9	17	1	70092	70092	70092
8	300	165	9	17	1	70092	70092	70092


### PinkWall_1
6	248	124	14	14	4	70021	70022	70023
8	248	137	14	13	4	70024	70025	70026
8	248	151	14	13	4	70024	70025	70026
8	248	165	14	13	4	70027	70028	70029



### Pipe_1
5	382	136	14	14	2	70113	70113	70114
5	382	150	14	14	2	70113	70113	70114
5	382	164	14	14	2	70113	70113	70114
5	382	123	14	14	2	70111	70111	70112



## Shadow_WhiteWall_1
8	594	58	9	9	1	70091	70091	70091
8	594	65	9	17	1	70092	70092	70092
8	594	80	9	17	1	70092	70092	70092
8	594	95	9	17	1	70092	70092	70092
8	594	105	9	17	1	70092	70092	70092
8	594	120	9	17	1	70092	70092	70092
8	594	135	9	17	1	70092	70092	70092
8	594	150	9	17	1	70092	70092	70092
8	594	165	9	17	1	70092	70092	70092



### WhiteWall_1
6	540	50	14	13	4	70031	70032	70033
8	540	64	14	13	4	70034	70035	70036
8	540	78	14	13	4	70034	70035	70036
8	540	82	14	13	4	70034	70035	70036
8	540	96	14	13	4	70034	70035	70036
8	540	110	14	13	4	70034	70035	70036
8	540	124	14	13	4	70034	70035	70036
8	540	136	14	13	4	70034	70035	70036
8	540	150	14	13	4	70034	70035	70036
8	540	164	14	13	4	70037	70038	70039



## Shadow_PinkWall_2
8	551	85	9	9	1	70091	70091	70091
8	551	95	9	17	1	70092	70092	70092
8	551	105	9	17	1	70092	70092	70092
8	551	120	9	17	1	70092	70092	70092
8	551	135	9	17	1	70092	70092	70092
8	551	150	9	17	1	70092	70092	70092
8	551	165	9	17	1	70092	70092	70092



### PinkWall_2
6	498	83	14	13	4	70021	70022	70023
8	498	97	14	13	4	70024	70025	70026
8	498	111	14	13	4	70024	70025	70026
8	498	125	14	13	4	70024	70025	70026
8	498	137	14	13	4	70024	70025	70026
8	498	151	14	13	4	70024	70025	70026
8	498	165	14	13	4	70027	70028	70029



## Shadow_GreenWall_1
8	511	128	9	9	1	70091	70091	70091
8	511	135	9	17	1	70092	70092	70092
8	511	150	9	17	1	70092	70092	70092
8	511	165	9	17	1	70092	70092	70092



### GreenWall_1
6	430	124	14	14	6	70011	70012	70013
8	430	137	14	13	6	70014	70015	70016
8	430	151	14	13	6	70014	70015	70016
8	430	165	14	13	6	70017	70018	70019



### GreenWall_2
6	540	137	14	14	7	70011	70012	70013
8	540	151	14	13	7	70014	70015	70016
#8	540	15	14	13	7	70014	70015	70016
8	540	165	14	13	7	70017	70018	70019





## Shadow_GreenWall_2
8	635	142	9	9	1	70091	70091	70091
8	635	150	9	17	1	70092	70092	70092
8	635	165	9	17	1	70092	70092	70092




## Shadow_BlueWall_2
#8	1543	95	9	9	1	70092	70092	70092
8	1543	111	9	9	1	70091	70091	70091
8	1543	120	9	17	1	70092	70092	70092
8	1543	135	9	17	1	70092	70092	70092
8	1543	150	9	17	1	70092	70092	70092
8	1543	165	9	17	1	70092	70092	70092



### BlueWall_2
6	1420	97	14	13	9	70041	70042	70043
#8	1420	97	14	13	9	70044	70045	70046
8	1420	111	14	13	9	70044	70045	70046
8	1420	125	14	13	9	70044	70045	70046
8	1420	137	14	13	9	70044	70045	70046
8	1420	151	14	13	9	70044	70045	70046
8	1420	165	14	13	9	70047	70048	70049




## Shadow_PinkWall_3
8	1511	130	9	9	1	70091	70091	70091
8	1511	140	9	9	1	70092	70092	70092
8	1511	150	9	17	1	70092	70092	70092
8	1511	165	9	17	1	70092	70092	70092




### PinkWall_3
#6	1388	83	14	13	9	70021	70022	70023
#8	1388	97	14	13	9	70024	70025	70026
#8	1388	111	14	13	9	70024	70025	70026
6	1388	125	14	13	9	70021	70022	70023
8	1388	137	14	13	9	70024	70025	70026
8	1388	151	14	13	9	70024	70025	70026
8	1388	165	14	13	9	70027	70028	70029




## Shadow_GreenWall_3
8	1478	155	9	9	1	70091	70091	70091
#8	635	150	9	17	1	70092	70092	70092
8	1478	165	9	17	1	70092	70092	70092




### GreenWall_3
